family,condition,temperature_bin,cycle,capacity_test_mAh,temperature_mean_C,temperature_min_C,temperature_max_C,full_discharge_mAh,total_rows,soc_start,soc_end,soh,replicate_index,replicate_count,new_relative_path,file_size_bytes
random,Highway,30-35C,332,1225.9,33.875461,33.2,34.6,1214.3,3578,1,0,0.82016458,1,1,random\30-35C\random_highway_cycle332_cap1225p9mAh.csv,185629
random,Highway,30-35C,332,1227.2,33.087527,32.5,33.5,1221.1,4145,1,0,0.83352578,1,1,random\30-35C\random_highway_cycle332_cap1227p2mAh.csv,210852
random,Highway,30-35C,332,1228.9,32.889348,32.6,33.4,1223.1,5060,1,0,0.83621394,1,1,random\30-35C\random_highway_cycle332_cap1228p9mAh.csv,262526
random,Highway,30-35C,332,1233.8,33.940789,33.3,34.7,1224.3,3930,1,0,0.83072987,1,1,random\30-35C\random_highway_cycle332_cap1233p8mAh.csv,202185
random,Highway,30-35C,332,1246.2,33.605885,33.4,33.7,1242.7,3993,1,0,0.84838995,1,1,random\30-35C\random_highway_cycle332_cap1246p2mAh.csv,208587
random,Highway,30-35C,332,1255.3,33.411279,33.2,33.9,1250.6,5612,1,0,0.84537679,1,1,random\30-35C\random_highway_cycle332_cap1255p3mAh.csv,293631
random,Highway,30-35C,332,1265.7,33.449796,33.2,33.8,1262.2,5145,1,0,0.85427916,1,1,random\30-35C\random_highway_cycle332_cap1265p7mAh.csv,264597
random,Highway,30-35C,332,1275.4,33.523038,33.1,34.1,1267.8,3720,1,0,0.86309806,1,1,random\30-35C\random_highway_cycle332_cap1275p4mAh.csv,194463
random,Highway,30-35C,332,1291.4,33.347654,33.2,33.6,1286.1,5968,1,0,0.86916139,1,1,random\30-35C\random_highway_cycle332_cap1291p4mAh.csv,309596
random,Staircase,30-35C,293,1418.2,34.302635,34.1,35.1,1413.8,7476,1,0,0.95488823,1,1,random\30-35C\random_staircase_cycle293_cap1418p2mAh.csv,346926
random,Staircase,30-35C,298,1382.1,35.423763,35.1,36.3,1379.8,7499,1,0,0.93058174,1,1,random\30-35C\random_staircase_cycle298_cap1382p1mAh.csv,330019
random,Staircase,30-35C,303,1347.2,34.348209,34.1,35.0,1346.6,6478,1,0,0.90708322,1,1,random\30-35C\random_staircase_cycle303_cap1347p2mAh.csv,301243
random,Staircase,30-35C,303,1400.7,34.079244,33.9,34.8,1398.4,7405,1,0,0.9555222,1,1,random\30-35C\random_staircase_cycle303_cap1400p7mAh.csv,321889
random,Staircase,30-35C,303,1402.1,33.644967,33.5,34.0,1399.8,7223,1,0,0.95270775,1,1,random\30-35C\random_staircase_cycle303_cap1402p1mAh.csv,329056
random,Staircase,30-35C,304,1397.1,33.958816,33.7,34.5,1395.2,6840,1,0,0.95645923,1,1,random\30-35C\random_staircase_cycle304_cap1397p1mAh.csv,317428
random,Staircase,30-35C,304,1397.9,33.736431,33.4,34.4,1395.1,6489,1,0,0.95121121,1,1,random\30-35C\random_staircase_cycle304_cap1397p9mAh.csv,298324
random,Staircase,30-35C,304,1398.4,33.947898,33.8,34.3,1395.3,7374,1,0,0.953043,1,1,random\30-35C\random_staircase_cycle304_cap1398p4mAh.csv,343206
random,Staircase,30-35C,304,1399.8,33.945805,33.8,34.1,1397.7,6388,1,0,0.95929276,1,1,random\30-35C\random_staircase_cycle304_cap1399p8mAh.csv,295128
random,Staircase,30-35C,304,1407.3,34.408245,34.1,34.9,1404.4,6683,1,0,0.95210067,1,1,random\30-35C\random_staircase_cycle304_cap1407p3mAh.csv,305884
random,Staircase,30-35C,304,1414.5,33.939451,33.7,34.6,1410.9,6479,1,0,0.95587242,1,1,random\30-35C\random_staircase_cycle304_cap1414p5mAh.csv,292161
random,Staircase,30-35C,304,1415.3,33.690592,33.4,34.3,1412.8,6250,1,0,0.96128506,1,1,random\30-35C\random_staircase_cycle304_cap1415p3mAh.csv,299995
random,Staircase,30-35C,304,1429.4,34.326694,34.0,34.9,1426.6,6271,1,0,0.96262375,1,1,random\30-35C\random_staircase_cycle304_cap1429p4mAh.csv,285332
random,Staircase,30-35C,304,1429.9,34.142446,33.9,34.9,1427.0,6665,1,0,0.96765243,1,1,random\30-35C\random_staircase_cycle304_cap1429p9mAh.csv,300288
random,Staircase,30-35C,304,1437.6,34.253636,34.1,34.7,1434.6,6587,1,0,0.96755956,1,1,random\30-35C\random_staircase_cycle304_cap1437p6mAh.csv,300761
random,Staircase,30-35C,306,1421.1,34.339383,34.0,35.1,1417.3,7158,1,0,0.95075935,1,1,random\30-35C\random_staircase_cycle306_cap1421p1mAh.csv,315529
random,Staircase,30-35C,308,1306.6,30.325187,30.0,31.3,1304.3,6412,1,0,0.87974684,1,1,random\30-35C\random_staircase_cycle308_cap1306p6mAh.csv,286291
random,Staircase,30-35C,308,1363.6,35.118286,34.9,35.8,1361.3,6114,1,0,0.93021352,1,1,random\30-35C\random_staircase_cycle308_cap1363p6mAh.csv,281520
random,Staircase,30-35C,308,1367.3,34.662175,34.5,35.0,1364.9,7495,1,0,0.92906163,1,1,random\30-35C\random_staircase_cycle308_cap1367p3mAh.csv,343297
random,Staircase,30-35C,308,1392.3,35.452756,35.4,35.6,1390.0,7148,1,0,0.94785213,1,1,random\30-35C\random_staircase_cycle308_cap1392p3mAh.csv,331463
random,Staircase,30-35C,308,1406.0,35.35091,35.1,36.3,1401.2,6814,1,0,0.94897408,1,1,random\30-35C\random_staircase_cycle308_cap1406p0mAh.csv,307439
random,Staircase,30-35C,309,1358.5,34.832727,34.5,35.8,1355.6,5989,1,0,0.9244012,1,1,random\30-35C\random_staircase_cycle309_cap1358p5mAh.csv,271733
random,Staircase,30-35C,309,1361.3,34.953219,34.8,35.2,1359.8,7300,1,0,0.93195043,1,1,random\30-35C\random_staircase_cycle309_cap1361p3mAh.csv,332251
random,Staircase,30-35C,309,1364.1,35.03671,34.8,35.5,1362.4,7227,1,0,0.92966673,1,1,random\30-35C\random_staircase_cycle309_cap1364p1mAh.csv,318589
random,Staircase,30-35C,309,1364.5,35.00024,34.9,35.4,1361.6,6671,1,0,0.93510143,1,1,random\30-35C\random_staircase_cycle309_cap1364p5mAh.csv,293025
random,Staircase,30-35C,309,1370.6,35.461134,35.2,35.9,1369.0,5995,1,0,0.9272715,1,1,random\30-35C\random_staircase_cycle309_cap1370p6mAh.csv,278599
random,Staircase,30-35C,309,1379.6,34.925036,34.7,35.5,1376.7,7589,1,0,0.93228815,1,1,random\30-35C\random_staircase_cycle309_cap1379p6mAh.csv,348184
random,Staircase,30-35C,309,1380.0,34.722855,34.5,35.1,1378.4,6515,1,0,0.93730897,1,1,random\30-35C\random_staircase_cycle309_cap1380p0mAh.csv,305454
random,Staircase,30-35C,309,1395.0,35.25801,35.0,35.8,1392.4,6916,1,0,0.9394572,1,1,random\30-35C\random_staircase_cycle309_cap1395p0mAh.csv,319899
random,Staircase,30-35C,309,1396.9,35.149107,34.9,35.7,1393.1,6496,1,0,0.94532043,1,1,random\30-35C\random_staircase_cycle309_cap1396p9mAh.csv,295989
random,Staircase,30-35C,309,1404.6,35.267086,35.1,35.7,1402.5,7067,1,0,0.94534931,1,1,random\30-35C\random_staircase_cycle309_cap1404p6mAh.csv,327519
random,Staircase,30-35C,311,1385.1,35.327999,35.1,36.2,1381.4,7368,1,0,0.92667425,1,1,random\30-35C\random_staircase_cycle311_cap1385p1mAh.csv,327271
random,Staircase,30-35C,313,1278.4,33.338319,33.1,34.0,1278.2,6793,1,0,0.86075949,1,1,random\30-35C\random_staircase_cycle313_cap1278p4mAh.csv,311211
random,Staircase,30-35C,313,1330.3,33.727753,33.5,34.2,1330.5,6212,1,0,0.90392064,1,1,random\30-35C\random_staircase_cycle313_cap1330p3mAh.csv,278926
random,Staircase,30-35C,313,1330.6,34.069154,33.8,34.5,1328.4,5589,1,0,0.90770175,1,1,random\30-35C\random_staircase_cycle313_cap1330p6mAh.csv,266384
random,Staircase,30-35C,313,1351.1,34.377921,34.3,34.6,1349.9,6812,1,0,0.91980393,1,1,random\30-35C\random_staircase_cycle313_cap1351p1mAh.csv,314645
random,Staircase,30-35C,313,1369.7,34.266647,34.1,34.8,1367.2,6707,1,0,0.92447354,1,1,random\30-35C\random_staircase_cycle313_cap1369p7mAh.csv,309554
random,Staircase,30-35C,314,1324.7,33.770385,33.5,34.5,1324.3,6571,1,0,0.90140174,1,2,random\30-35C\random_staircase_cycle314_cap1324p7mAh_rep01.csv,293754
random,Staircase,30-35C,314,1324.7,33.964517,33.7,34.4,1324.2,6761,1,0,0.90689395,2,2,random\30-35C\random_staircase_cycle314_cap1324p7mAh_rep02.csv,308506
random,Staircase,30-35C,314,1327.9,33.970674,33.8,34.4,1326.9,6131,1,0,0.90499557,1,1,random\30-35C\random_staircase_cycle314_cap1327p9mAh.csv,287664
random,Staircase,30-35C,314,1329.4,33.951284,33.8,34.3,1328.1,6661,1,0,0.91104715,1,1,random\30-35C\random_staircase_cycle314_cap1329p4mAh.csv,296135
random,Staircase,30-35C,314,1332.6,34.380602,34.1,35.0,1331.9,6640,1,0,0.90156282,1,1,random\30-35C\random_staircase_cycle314_cap1332p6mAh.csv,297484
random,Staircase,30-35C,314,1342.4,33.698483,33.4,34.3,1341.5,6328,1,0,0.9117707,1,1,random\30-35C\random_staircase_cycle314_cap1342p4mAh.csv,291977
random,Staircase,30-35C,314,1342.9,33.896617,33.7,34.3,1342.1,6060,1,0,0.9074875,1,1,random\30-35C\random_staircase_cycle314_cap1342p9mAh.csv,287810
random,Staircase,30-35C,314,1360.3,34.315948,34.0,35.2,1359.4,6885,1,0,0.91608863,1,1,random\30-35C\random_staircase_cycle314_cap1360p3mAh.csv,298720
random,Staircase,30-35C,314,1366.3,34.075263,33.9,34.6,1365.4,7119,1,0,0.92461257,1,1,random\30-35C\random_staircase_cycle314_cap1366p3mAh.csv,332262
random,Staircase,30-35C,314,1372.8,34.224336,34.0,34.8,1370.4,7039,1,0,0.9239467,1,1,random\30-35C\random_staircase_cycle314_cap1372p8mAh.csv,318926
random,Staircase,30-35C,316,1348.4,34.269455,34.0,35.0,1345.5,7065,1,0,0.90212083,1,1,random\30-35C\random_staircase_cycle316_cap1348p4mAh.csv,318275
random,Staircase,30-35C,318,1284.8,29.738585,29.4,30.2,1282.7,5046,1,0,0.87300401,1,1,random\30-35C\random_staircase_cycle318_cap1284p8mAh.csv,236181
random,Staircase,30-35C,318,1288.7,30.02019,29.8,30.5,1288.1,6409,1,0,0.87911863,1,1,random\30-35C\random_staircase_cycle318_cap1288p7mAh.csv,292543
random,Staircase,30-35C,318,1314.1,30.303542,30.2,30.7,1311.7,6804,1,0,0.89461502,1,1,random\30-35C\random_staircase_cycle318_cap1314p1mAh.csv,307581
random,Staircase,30-35C,318,1326.7,30.328091,30.0,31.5,1323.9,5436,1,0,0.89545086,1,1,random\30-35C\random_staircase_cycle318_cap1326p7mAh.csv,243513
random,Staircase,30-35C,319,1285.4,29.896707,29.7,30.3,1285.5,7106,1,0,0.87998905,1,1,random\30-35C\random_staircase_cycle319_cap1285p4mAh.csv,326187
random,Staircase,30-35C,319,1286.1,29.909639,29.7,30.2,1285.5,6878,1,0,0.88137336,1,1,random\30-35C\random_staircase_cycle319_cap1286p1mAh.csv,293811
random,Staircase,30-35C,319,1287.0,29.991378,29.7,30.6,1287.9,6298,1,0,0.87712124,1,1,random\30-35C\random_staircase_cycle319_cap1287p0mAh.csv,279834
random,Staircase,30-35C,319,1287.8,29.656101,29.3,30.4,1286.3,6483,1,0,0.87629287,1,1,random\30-35C\random_staircase_cycle319_cap1287p8mAh.csv,295429
random,Staircase,30-35C,319,1291.1,30.280123,30.1,30.9,1290.0,7003,1,0,0.87348623,1,1,random\30-35C\random_staircase_cycle319_cap1291p1mAh.csv,316983
random,Staircase,30-35C,319,1299.8,29.85484,29.6,30.4,1298.2,6043,1,0,0.87836194,1,1,random\30-35C\random_staircase_cycle319_cap1299p8mAh.csv,284065
random,Staircase,30-35C,319,1302.6,29.618349,29.3,30.0,1303.6,6213,1,0,0.88473816,1,1,random\30-35C\random_staircase_cycle319_cap1302p6mAh.csv,293605
random,Staircase,30-35C,319,1321.0,30.196998,29.9,30.7,1320.1,6695,1,0,0.8896222,1,1,random\30-35C\random_staircase_cycle319_cap1321p0mAh.csv,306327
random,Staircase,30-35C,319,1329.0,30.075105,29.8,30.6,1326.4,5973,1,0,0.89937064,1,1,random\30-35C\random_staircase_cycle319_cap1329p0mAh.csv,273951
random,Staircase,30-35C,319,1339.5,30.153081,30.0,30.6,1337.9,6784,1,0,0.90153453,1,1,random\30-35C\random_staircase_cycle319_cap1339p5mAh.csv,301334
random,Staircase,30-35C,321,1302.3,30.248093,30.0,30.9,1300.1,6136,1,0,0.87127852,1,1,random\30-35C\random_staircase_cycle321_cap1302p3mAh.csv,283007
random,Staircase,30-35C,323,1255.9,32.768793,32.5,33.4,1252.7,5063,1,0,0.85336685,1,1,random\30-35C\random_staircase_cycle323_cap1255p9mAh.csv,232231
random,Staircase,30-35C,323,1260.3,33.063297,32.8,33.6,1259.5,6866,1,0,0.85974487,1,1,random\30-35C\random_staircase_cycle323_cap1260p3mAh.csv,303727
random,Staircase,30-35C,323,1287.5,33.384879,33.3,33.5,1288.0,6805,1,0,0.87650623,1,1,random\30-35C\random_staircase_cycle323_cap1287p5mAh.csv,325095
random,Staircase,30-35C,323,1301.7,33.27284,33.1,34.2,1299.6,7036,1,0,0.87857721,1,1,random\30-35C\random_staircase_cycle323_cap1301p7mAh.csv,314380
random,Staircase,30-35C,324,1255.5,32.956483,32.8,33.3,1255.1,6023,1,0,0.86040296,1,1,random\30-35C\random_staircase_cycle324_cap1255p5mAh.csv,275945
random,Staircase,30-35C,324,1258.1,32.973673,32.8,33.3,1257.8,6085,1,0,0.8574252,1,1,random\30-35C\random_staircase_cycle324_cap1258p1mAh.csv,283814
random,Staircase,30-35C,324,1258.4,32.980559,32.7,33.4,1258.7,6373,1,0,0.86150476,1,1,random\30-35C\random_staircase_cycle324_cap1258p4mAh.csv,280958
random,Staircase,30-35C,324,1264.3,33.39615,33.2,33.9,1265.3,6312,1,0,0.85535485,1,1,random\30-35C\random_staircase_cycle324_cap1264p3mAh.csv,284199
random,Staircase,30-35C,324,1266.1,32.756986,32.5,33.4,1265.4,5840,1,0,0.86152695,1,1,random\30-35C\random_staircase_cycle324_cap1266p1mAh.csv,269609
random,Staircase,30-35C,324,1271.1,32.9838,32.7,33.7,1271.4,5994,1,0,0.85896743,1,1,random\30-35C\random_staircase_cycle324_cap1271p1mAh.csv,274112
random,Staircase,30-35C,324,1273.1,32.762072,32.4,33.4,1275.6,6022,1,0,0.86470149,1,1,random\30-35C\random_staircase_cycle324_cap1273p1mAh.csv,273425
random,Staircase,30-35C,324,1295.3,33.290916,33.0,34.5,1295.8,6682,1,0,0.87231463,1,1,random\30-35C\random_staircase_cycle324_cap1295p3mAh.csv,297076
random,Staircase,30-35C,324,1305.7,33.130798,32.9,33.7,1305.8,6718,1,0,0.8836029,1,1,random\30-35C\random_staircase_cycle324_cap1305p7mAh.csv,299070
random,Staircase,30-35C,324,1320.7,33.229361,33.1,33.5,1319.0,6318,1,0,0.88888141,1,1,random\30-35C\random_staircase_cycle324_cap1320p7mAh.csv,295569
random,Staircase,30-35C,326,1273.2,33.238931,33.0,33.8,1270.8,6717,1,0,0.85180973,1,1,random\30-35C\random_staircase_cycle326_cap1273p2mAh.csv,312741
random,Staircase,30-35C,332,1207.9,32.859394,32.6,33.3,1208.6,6696,1,0,0.82075151,1,1,random\30-35C\random_staircase_cycle332_cap1207p9mAh.csv,292915
random,Staircase,30-35C,332,1209.6,33.117792,33.0,33.5,1208.9,5907,1,0,0.82894737,1,1,random\30-35C\random_staircase_cycle332_cap1209p6mAh.csv,264456
random,Staircase,30-35C,332,1210.0,33.175342,33.0,33.7,1209.6,5783,1,0,0.8246439,1,1,random\30-35C\random_staircase_cycle332_cap1210p0mAh.csv,264592
random,Staircase,30-35C,332,1216.7,33.129364,32.9,33.7,1215.7,5568,1,0,0.8329568,1,1,random\30-35C\random_staircase_cycle332_cap1216p7mAh.csv,267328
random,Staircase,30-35C,332,1218.6,33.516689,33.3,34.1,1219.2,6777,1,0,0.82443678,1,1,random\30-35C\random_staircase_cycle332_cap1218p6mAh.csv,309415
random,Staircase,30-35C,332,1221.1,33.047245,32.8,33.4,1222.9,6515,1,0,0.82517908,1,1,random\30-35C\random_staircase_cycle332_cap1221p1mAh.csv,302036
random,Staircase,30-35C,332,1225.9,33.467052,33.2,33.9,1225.5,6137,1,0,0.82016458,1,1,random\30-35C\random_staircase_cycle332_cap1225p9mAh.csv,280867
random,Staircase,30-35C,332,1227.2,32.779982,32.5,33.1,1229.2,6544,1,0,0.83352578,1,1,random\30-35C\random_staircase_cycle332_cap1227p2mAh.csv,302462
random,Staircase,30-35C,332,1228.9,32.842423,32.6,33.4,1229.5,6678,1,0,0.83621394,1,1,random\30-35C\random_staircase_cycle332_cap1228p9mAh.csv,300126
random,Staircase,30-35C,332,1233.8,33.498008,33.2,34.1,1233.4,6726,1,0,0.83072987,1,1,random\30-35C\random_staircase_cycle332_cap1233p8mAh.csv,303172
random,Staircase,30-35C,332,1246.2,33.562784,33.4,33.9,1246.8,6328,1,0,0.84838995,1,1,random\30-35C\random_staircase_cycle332_cap1246p2mAh.csv,281151
random,Staircase,30-35C,332,1255.3,33.591472,33.1,35.2,1254.0,5253,1,0,0.84537679,1,1,random\30-35C\random_staircase_cycle332_cap1255p3mAh.csv,231532
random,Staircase,30-35C,332,1265.7,33.440725,33.2,33.9,1268.2,5849,1,0,0.85427916,1,1,random\30-35C\random_staircase_cycle332_cap1265p7mAh.csv,275460
random,Staircase,30-35C,332,1275.4,33.249546,33.0,33.6,1274.9,6281,1,0,0.86309806,1,1,random\30-35C\random_staircase_cycle332_cap1275p4mAh.csv,294287
random,Staircase,30-35C,332,1291.4,33.342167,33.2,33.8,1290.2,6932,1,0,0.86916139,1,1,random\30-35C\random_staircase_cycle332_cap1291p4mAh.csv,319770
random,Urban,30-35C,293,1418.2,34.302296,34.1,34.7,1406.4,8319,1,0,0.95488823,1,1,random\30-35C\random_urban_cycle293_cap1418p2mAh.csv,431447
random,Urban,30-35C,298,1382.1,35.403602,35.2,35.8,1370.8,7606,1,0,0.93058174,1,1,random\30-35C\random_urban_cycle298_cap1382p1mAh.csv,390418
random,Urban,30-35C,303,1347.2,34.224052,34.1,34.7,1337.4,8232,1,0,0.90708322,1,1,random\30-35C\random_urban_cycle303_cap1347p2mAh.csv,429200
random,Urban,30-35C,303,1400.7,34.02931,33.9,34.4,1387.8,8707,1,0,0.9555222,1,1,random\30-35C\random_urban_cycle303_cap1400p7mAh.csv,438016
random,Urban,30-35C,303,1402.1,33.661986,33.5,33.9,1389.2,8481,1,0,0.95270775,1,1,random\30-35C\random_urban_cycle303_cap1402p1mAh.csv,433596
random,Urban,30-35C,304,1397.1,33.907496,33.8,34.2,1384.8,8671,1,0,0.95645923,1,1,random\30-35C\random_urban_cycle304_cap1397p1mAh.csv,444716
random,Urban,30-35C,304,1397.9,33.605203,33.5,34.0,1386.6,10128,1,0,0.95121121,1,1,random\30-35C\random_urban_cycle304_cap1397p9mAh.csv,521808
random,Urban,30-35C,304,1398.4,33.919697,33.8,34.2,1386.3,12164,1,0,0.953043,1,1,random\30-35C\random_urban_cycle304_cap1398p4mAh.csv,622691
random,Urban,30-35C,304,1399.8,33.960807,33.9,34.2,1387.2,8471,1,0,0.95929276,1,1,random\30-35C\random_urban_cycle304_cap1399p8mAh.csv,420576
random,Urban,30-35C,304,1407.3,34.377142,34.2,34.7,1395.7,7564,1,0,0.95210067,1,1,random\30-35C\random_urban_cycle304_cap1407p3mAh.csv,389359
random,Urban,30-35C,304,1414.5,33.947898,33.8,34.3,1402.6,7683,1,0,0.95587242,1,1,random\30-35C\random_urban_cycle304_cap1414p5mAh.csv,389630
random,Urban,30-35C,304,1415.3,33.658659,33.4,33.9,1403.0,7743,1,0,0.96128506,1,1,random\30-35C\random_urban_cycle304_cap1415p3mAh.csv,396224
random,Urban,30-35C,304,1429.4,34.124707,34.0,34.5,1417.5,11956,1,0,0.96262375,1,1,random\30-35C\random_urban_cycle304_cap1429p4mAh.csv,605131
random,Urban,30-35C,304,1429.9,34.033072,33.9,34.3,1417.8,10335,1,0,0.96765243,1,1,random\30-35C\random_urban_cycle304_cap1429p9mAh.csv,528625
random,Urban,30-35C,304,1437.6,34.152536,34.1,34.4,1426.6,13760,1,0,0.96755956,1,1,random\30-35C\random_urban_cycle304_cap1437p6mAh.csv,701710
random,Urban,30-35C,306,1421.1,34.217992,34.1,34.7,1408.5,9193,1,0,0.95075935,1,1,random\30-35C\random_urban_cycle306_cap1421p1mAh.csv,469004
random,Urban,30-35C,308,1306.6,30.248568,30.0,30.6,1301.3,7542,1,0,0.87974684,1,1,random\30-35C\random_urban_cycle308_cap1306p6mAh.csv,387311
random,Urban,30-35C,308,1363.6,34.998008,34.9,35.3,1355.3,10042,1,0,0.93021352,1,1,random\30-35C\random_urban_cycle308_cap1363p6mAh.csv,503740
random,Urban,30-35C,308,1367.3,34.590381,34.5,34.9,1358.0,13203,1,0,0.92906163,1,1,random\30-35C\random_urban_cycle308_cap1367p3mAh.csv,677490
random,Urban,30-35C,308,1392.3,35.44857,35.4,35.6,1381.9,8952,1,0,0.94785213,1,1,random\30-35C\random_urban_cycle308_cap1392p3mAh.csv,462251
random,Urban,30-35C,308,1406.0,35.30386,35.1,35.6,1394.7,8627,1,0,0.94897408,1,1,random\30-35C\random_urban_cycle308_cap1406p0mAh.csv,438144
random,Urban,30-35C,309,1358.5,34.767847,34.5,35.3,1348.0,7259,1,0,0.9244012,1,1,random\30-35C\random_urban_cycle309_cap1358p5mAh.csv,369501
random,Urban,30-35C,309,1361.3,34.866821,34.8,35.2,1351.8,10570,1,0,0.93195043,1,1,random\30-35C\random_urban_cycle309_cap1361p3mAh.csv,546095
random,Urban,30-35C,309,1364.1,34.92277,34.8,35.2,1354.9,11660,1,0,0.92966673,1,1,random\30-35C\random_urban_cycle309_cap1364p1mAh.csv,600071
random,Urban,30-35C,309,1364.5,35.014512,34.9,35.2,1353.6,6705,1,0,0.93510143,1,1,random\30-35C\random_urban_cycle309_cap1364p5mAh.csv,333104
random,Urban,30-35C,309,1370.6,35.327863,35.2,35.6,1359.3,10225,1,0,0.9272715,1,1,random\30-35C\random_urban_cycle309_cap1370p6mAh.csv,525241
random,Urban,30-35C,309,1379.6,34.841961,34.7,35.2,1369.8,11444,1,0,0.93228815,1,1,random\30-35C\random_urban_cycle309_cap1379p6mAh.csv,587715
random,Urban,30-35C,309,1380.0,34.616332,34.5,35.0,1368.2,9962,1,0,0.93730897,1,1,random\30-35C\random_urban_cycle309_cap1380p0mAh.csv,511055
random,Urban,30-35C,309,1395.0,35.196893,35.0,35.6,1383.1,8979,1,0,0.9394572,1,1,random\30-35C\random_urban_cycle309_cap1395p0mAh.csv,458993
random,Urban,30-35C,309,1396.9,35.02963,34.9,35.3,1387.9,12889,1,0,0.94532043,1,1,random\30-35C\random_urban_cycle309_cap1396p9mAh.csv,651009
random,Urban,30-35C,309,1404.6,35.217923,35.1,35.4,1395.0,11276,1,0,0.94534931,1,1,random\30-35C\random_urban_cycle309_cap1404p6mAh.csv,574717
random,Urban,30-35C,311,1385.1,35.323294,35.1,35.7,1373.4,7577,1,0,0.92667425,1,1,random\30-35C\random_urban_cycle311_cap1385p1mAh.csv,386291
random,Urban,30-35C,313,1278.4,33.204821,33.1,33.6,1271.4,9811,1,0,0.86075949,1,1,random\30-35C\random_urban_cycle313_cap1278p4mAh.csv,505269
random,Urban,30-35C,313,1330.3,33.680573,33.5,34.1,1319.8,6146,1,0,0.90392064,1,1,random\30-35C\random_urban_cycle313_cap1330p3mAh.csv,313399
random,Urban,30-35C,313,1330.6,34.043515,33.9,34.3,1321.6,7255,1,0,0.90770175,1,1,random\30-35C\random_urban_cycle313_cap1330p6mAh.csv,363053
random,Urban,30-35C,313,1351.1,34.3193,34.3,34.5,1345.4,9052,1,0,0.91980393,1,1,random\30-35C\random_urban_cycle313_cap1351p1mAh.csv,470553
random,Urban,30-35C,313,1369.7,34.128132,34.0,34.5,1361.4,10945,1,0,0.92447354,1,1,random\30-35C\random_urban_cycle313_cap1369p7mAh.csv,566481
random,Urban,30-35C,314,1324.7,33.710131,33.5,34.1,1316.6,7018,1,0,0.90140174,1,2,random\30-35C\random_urban_cycle314_cap1324p7mAh_rep01.csv,355974
random,Urban,30-35C,314,1324.7,33.800349,33.7,34.1,1316.6,11458,1,0,0.90689395,2,2,random\30-35C\random_urban_cycle314_cap1324p7mAh_rep02.csv,588245
random,Urban,30-35C,314,1327.9,33.917116,33.8,34.1,1320.9,8080,1,0,0.90499557,1,1,random\30-35C\random_urban_cycle314_cap1327p9mAh.csv,411901
random,Urban,30-35C,314,1329.4,33.902376,33.8,34.1,1319.6,8418,1,0,0.91104715,1,1,random\30-35C\random_urban_cycle314_cap1329p4mAh.csv,429517
random,Urban,30-35C,314,1332.6,34.304579,34.1,34.6,1322.8,7426,1,0,0.90156282,1,1,random\30-35C\random_urban_cycle314_cap1332p6mAh.csv,381832
random,Urban,30-35C,314,1342.4,33.647961,33.4,34.0,1334.7,7456,1,0,0.9117707,1,1,random\30-35C\random_urban_cycle314_cap1342p4mAh.csv,381167
random,Urban,30-35C,314,1342.9,33.744657,33.6,34.1,1335.2,12428,1,0,0.9074875,1,1,random\30-35C\random_urban_cycle314_cap1342p9mAh.csv,638179
random,Urban,30-35C,314,1360.3,34.094239,34.0,34.5,1351.8,11196,1,0,0.91608863,1,1,random\30-35C\random_urban_cycle314_cap1360p3mAh.csv,563558
random,Urban,30-35C,314,1366.3,34.073108,33.9,34.4,1355.4,7519,1,0,0.92461257,1,1,random\30-35C\random_urban_cycle314_cap1366p3mAh.csv,380135
random,Urban,30-35C,314,1372.8,34.233708,34.1,34.6,1364.1,6500,1,0,0.9239467,1,1,random\30-35C\random_urban_cycle314_cap1372p8mAh.csv,331793
random,Urban,30-35C,316,1348.4,34.153334,34.0,34.5,1338.6,9523,1,0,0.90212083,1,1,random\30-35C\random_urban_cycle316_cap1348p4mAh.csv,484031
random,Urban,30-35C,318,1284.8,29.549705,29.4,29.8,1279.4,9830,1,0,0.87300401,1,1,random\30-35C\random_urban_cycle318_cap1284p8mAh.csv,501860
random,Urban,30-35C,318,1288.7,29.866613,29.8,30.2,1283.5,10528,1,0,0.87911863,1,1,random\30-35C\random_urban_cycle318_cap1288p7mAh.csv,533806
random,Urban,30-35C,318,1314.1,30.271276,30.2,30.4,1309.6,10089,1,0,0.89461502,1,1,random\30-35C\random_urban_cycle318_cap1314p1mAh.csv,522096
random,Urban,30-35C,318,1326.7,30.147433,30.0,30.4,1320.7,8260,1,0,0.89545086,1,1,random\30-35C\random_urban_cycle318_cap1326p7mAh.csv,420758
random,Urban,30-35C,319,1285.4,29.83544,29.7,30.2,1279.4,8005,1,0,0.87998905,1,1,random\30-35C\random_urban_cycle319_cap1285p4mAh.csv,410728
random,Urban,30-35C,319,1286.1,29.793387,29.7,30.0,1281.1,11462,1,0,0.88137336,1,1,random\30-35C\random_urban_cycle319_cap1286p1mAh.csv,578431
random,Urban,30-35C,319,1287.0,29.827704,29.7,30.1,1281.1,9201,1,0,0.87712124,1,1,random\30-35C\random_urban_cycle319_cap1287p0mAh.csv,474887
random,Urban,30-35C,319,1287.8,29.590147,29.3,30.0,1283.3,7206,1,0,0.87629287,1,1,random\30-35C\random_urban_cycle319_cap1287p8mAh.csv,368957
random,Urban,30-35C,319,1291.1,30.28717,30.1,30.5,1285.7,6820,1,0,0.87348623,1,1,random\30-35C\random_urban_cycle319_cap1291p1mAh.csv,350385
